label,lm_0,lm_1,lm_2,lm_3,lm_4,lm_5,lm_6,lm_7,lm_8,lm_9,lm_10,lm_11,lm_12,lm_13,lm_14,lm_15,lm_16,lm_17,lm_18,lm_19,lm_20,lm_21,lm_22,lm_23,lm_24,lm_25,lm_26,lm_27,lm_28,lm_29,lm_30,lm_31,lm_32,lm_33,lm_34,lm_35,lm_36,lm_37,lm_38,lm_39,lm_40,lm_41,lm_42,lm_43,lm_44,lm_45,lm_46,lm_47,lm_48,lm_49,lm_50,lm_51,lm_52,lm_53,lm_54,lm_55,lm_56,lm_57,lm_58,lm_59,lm_60,lm_61,lm_62,lm_63,lm_64,lm_65,lm_66,lm_67,lm_68,lm_69,lm_70,lm_71,lm_72,lm_73,lm_74,lm_75,lm_76,lm_77,lm_78,lm_79,lm_80,lm_81,lm_82,lm_83
D,0.6415435,0.4003766,0.3996935,0.5904641,0.2546353,0.4020053,0.6100705,0.36365873,0.5266592,0.36559278,0.32195714,0.49511012,0.5431896,0.42790812,0.35332295,0.56822735,0.5922152,0.5820313,0.46529227,0.5561482,0.5719764,0.52329254,0.40784538,0.52630246,0.47849333,0.59448665,0.37689623,0.39034614,0.68635154,0.5621191,0.57464695,0.37850317,0.6304555,0.55923194,0.58293635,0.5358576,0.7148022,0.7041768,0.6525747,0.6861122,0.43515277,0.46872655,0.55636084,0.73890495,0.33814758,0.417006,0.52064323,0.38191786,0.59849,0.6444515,0.53099805,0.64796656,0.6161909,0.62217194,0.4270264,0.57479805,0.592516,0.46851537,0.58763546,0.2515992,0.5035698,0.58104277,0.37632763,0.4962296,0.60995495,0.48155645,0.44772285,0.4089349,0.4755626,0.49694186,0.52448356,0.73821396,0.49521363,0.43270406,0.64462453,0.42784512,0.41678253,0.35490295,0.41402084,0.26857847,0.46425843,0.3536114,0.39441875,0.46404698
D,0.6061685,0.40921775,0.28548706,0.5162698,0.5987706,0.56145513,0.57832825,0.61269355,0.48408395,0.5121488,0.45304936,0.4176602,0.47212866,0.47199795,0.56013995,0.33479023,0.3635386,0.5999017,0.5054691,0.50783867,0.3464061,0.50264794,0.45945004,0.5103846,0.47681248,0.37509677,0.48011193,0.6358812,0.41951472,0.41312444,0.61736935,0.3226362,0.50402457,0.42741454,0.5963054,0.44703656,0.4023123,0.41483003,0.6487222,0.5359482,0.66367733,0.47819477,0.5240079,0.3509486,0.4916155,0.5087316,0.6563332,0.56266594,0.40291923,0.43389603,0.3767982,0.49279153,0.5464624,0.60170054,0.508242,0.40308964,0.4258427,0.5581318,0.61388284,0.47350946,0.56065524,0.42061448,0.45510608,0.52709484,0.5180555,0.5434751,0.50424737,0.5571371,0.44237953,0.7177574,0.6180202,0.53959817,0.53235376,0.5108322,0.4858815,0.62712353,0.5629785,0.44237083,0.5115523,0.5601334,0.536707,0.4428082,0.42314184,0.58615565
D,0.58598584,0.49293855,0.7265725,0.5695102,0.49886376,0.4740136,0.6020083,0.63283014,0.43836695,0.41663384,0.51642954,0.48126617,0.40023053,0.45782232,0.43623635,0.449127,0.58271945,0.5768421,0.76677144,0.35390383,0.57286036,0.616758,0.37738603,0.2903528,0.41020662,0.3953455,0.4585516,0.62307924,0.35825288,0.46182355,0.48974383,0.6186051,0.521226,0.5359905,0.54453236,0.4370668,0.50689876,0.53561914,0.463191,0.40787145,0.53667283,0.45363873,0.59542483,0.35608494,0.5692765,0.5269211,0.5530176,0.3788883,0.42763972,0.6148446,0.6015375,0.722923,0.5113401,0.5143153,0.5548686,0.51928306,0.48304242,0.5630975,0.44647112,0.6159838,0.36231637,0.48471367,0.3488786,0.5279392,0.5563351,0.5620093,0.39417458,0.56145734,0.45542356,0.44126615,0.38327914,0.3657769,0.54482734,0.4616995,0.4626203,0.47988042,0.5092113,0.3922218,0.5074516,0.45099255,0.668366,0.5580542,0.5126578,0.2708698
D,0.3437237,0.38173625,0.7160816,0.59483415,0.48747182,0.5976126,0.5514301,0.64372534,0.4676745,0.52977353,0.48737168,0.5716147,0.5291065,0.46944183,0.56602824,0.5439812,0.53994286,0.50611687,0.36199492,0.5344546,0.27781427,0.39054292,0.6325251,0.39169297,0.5452091,0.65330225,0.5321973,0.5318782,0.39073524,0.63843733,0.490741,0.5395366,0.53219825,0.42274266,0.59548527,0.62847173,0.63684565,0.30122435,0.48862213,0.4121309,0.60857123,0.6128044,0.62264305,0.45734543,0.6294672,0.5568687,0.48729017,0.6388883,0.57787037,0.29264492,0.35131156,0.4344235,0.5224171,0.65954834,0.6404971,0.47835222,0.5013614,0.3681921,0.6035556,0.5377126,0.48366678,0.45048687,0.5624261,0.5530196,0.5407813,0.73474705,0.5746044,0.5001248,0.6448066,0.33125013,0.6142038,0.5368155,0.5213478,0.49682662,0.511736,0.46155226,0.48952392,0.3513639,0.47918436,0.48767978,0.5162983,0.4547191,0.62204254,0.50479424
D,0.6025768,0.4781796,0.49548587,0.5498369,0.61705965,0.590763,0.4208517,0.50093764,0.5490544,0.38563135,0.40662253,0.49110314,0.42441422,0.74275,0.43954748,0.5929037,0.56730354,0.5490481,0.3951563,0.52012265,0.78231823,0.53128946,0.49151304,0.45716238,0.41360995,0.5545779,0.58277035,0.62078476,0.40989187,0.5020654,0.566,0.3076447,0.5519038,0.35725105,0.4014143,0.5514241,0.38716516,0.3910306,0.70718074,0.34766692,0.63842326,0.55966717,0.57665443,0.71734643,0.4687224,0.62495863,0.26112258,0.6336373,0.47258478,0.5092228,0.4669416,0.47675428,0.30833232,0.62596464,0.50703365,0.2889493,0.54979473,0.3750949,0.6333935,0.5858857,0.323906,0.54061043,0.3969413,0.53609025,0.5520936,0.51330304,0.5911428,0.77919126,0.54422104,0.6864949,0.6047041,0.58785117,0.5228754,0.4646699,0.5476178,0.589467,0.37921128,0.43347707,0.46772,0.56324613,0.66226244,0.41848457,0.43954405,0.3965998
D,0.4860611,0.5151571,0.561507,0.50955975,0.49893293,0.6348391,0.4830433,0.4963895,0.5276889,0.50847316,0.49660456,0.4212325,0.38619474,0.53995156,0.43013632,0.43800926,0.43584147,0.57190025,0.4155985,0.33819234,0.49576938,0.4497954,0.4797389,0.54917073,0.5806916,0.39891672,0.4108317,0.34978157,0.48076212,0.6091126,0.47912654,0.4699578,0.35688233,0.5015054,0.28819752,0.53924525,0.74509627,0.39393872,0.5221543,0.45989305,0.69914126,0.1998837,0.5265442,0.4373778,0.6199086,0.3489545,0.5065836,0.6830156,0.41828457,0.5919516,0.48769635,0.33785233,0.33980316,0.48813048,0.5738569,0.6555174,0.59993434,0.48186398,0.42862394,0.49998257,0.4426768,0.22659838,0.48529735,0.5022262,0.41324204,0.29425812,0.5041086,0.5094615,0.4136079,0.6960399,0.49622834,0.41410762,0.6163843,0.40104356,0.59435976,0.5704212,0.386077,0.6386641,0.47096464,0.4493995,0.42719844,0.37426776,0.5383166,0.52366686
D,0.46016422,0.49853832,0.3337443,0.5984875,0.43179226,0.42959446,0.54641086,0.40421495,0.59502137,0.52407324,0.48138562,0.30500925,0.7740625,0.24717855,0.3751714,0.5402851,0.47060084,0.6995089,0.5572346,0.40372032,0.6817903,0.5467244,0.5351886,0.53812337,0.6704492,0.53097105,0.44255927,0.48949564,0.40521222,0.5951697,0.3061059,0.62883794,0.3914798,0.4603497,0.4105449,0.40005133,0.5403072,0.5741887,0.5520876,0.29585785,0.56551486,0.4021722,0.6335159,0.63911295,0.41858682,0.25401133,0.48625848,0.46947423,0.5602249,0.53046435,0.56567943,0.46024966,0.6380996,0.5569629,0.40727195,0.58992445,0.56377804,0.39300823,0.3705052,0.4495966,0.5034333,0.3811656,0.548857,0.60972315,0.3692812,0.431042,0.5902127,0.56699437,0.5635988,0.48918018,0.53440684,0.6259609,0.62462056,0.4565149,0.50946933,0.57964456,0.5463806,0.49714443,0.5764869,0.47143328,0.54877895,0.51055866,0.4243393,0.3733511
D,0.77114844,0.40721652,0.5076273,0.515527,0.5115201,0.58823574,0.46230528,0.4702743,0.50937194,0.33275408,0.40093505,0.62417394,0.44708794,0.30536696,0.34363866,0.41494867,0.4456395,0.45151475,0.638194,0.5276397,0.61741567,0.53116643,0.5427003,0.46858495,0.6147487,0.39388907,0.48268643,0.36734354,0.55599016,0.65370274,0.54635304,0.24745509,0.7260547,0.47355613,0.56683886,0.50635207,0.43967557,0.3795569,0.55521697,0.59543306,0.43315434,0.3600121,0.46987236,0.67636544,0.5820256,0.48671764,0.38544193,0.5305237,0.63157564,0.51761234,0.52445674,0.57712924,0.5012822,0.4508071,0.54023117,0.56370264,0.5525252,0.391869,0.51594305,0.31570828,0.51448005,0.4981165,0.53984463,0.44756413,0.5538871,0.59487915,0.4802079,0.35040522,0.54514796,0.45316866,0.5309523,0.50287414,0.33302048,0.5243722,0.5889906,0.44631037,0.29150987,0.54086524,0.47491372,0.68204033,0.3798664,0.7040904,0.5898972,0.49991608
D,0.48646587,0.45326987,0.4908791,0.6187231,0.37930596,0.48505396,0.4199223,0.46195674,0.57585806,0.49293512,0.54678977,0.49592385,0.34134707,0.2529782,0.4290563,0.6343266,0.6233988,0.44971684,0.5682442,0.5808774,0.61038494,0.5213887,0.41742375,0.7203859,0.55631584,0.50267917,0.50421333,0.5051575,0.59428054,0.42870185,0.600083,0.46834385,0.44076666,0.55126685,0.6877251,0.6084889,0.46804103,0.7527045,0.57423913,0.5899625,0.48493072,0.43084538,0.45457956,0.55752236,0.63372785,0.5174864,0.53016466,0.60277504,0.26854968,0.25701278,0.47689244,0.3124755,0.3870557,0.50489557,0.40755302,0.4015224,0.61992174,0.5309362,0.29443878,0.6068981,0.50483716,0.59392965,0.36533293,0.5210627,0.48939526,0.5541928,0.49023762,0.37267485,0.47052994,0.52226645,0.2942509,0.33752555,0.4676343,0.5806509,0.4592096,0.3025713,0.47249576,0.4842512,0.42637497,0.48222342,0.47458953,0.47280964,0.52076954,0.41821045
D,0.38502985,0.2889663,0.5736852,0.38782609,0.5329392,0.58739483,0.4534027,0.6343381,0.6250224,0.62891245,0.67106897,0.647775,0.6044997,0.29139253,0.4821824,0.569581,0.48973113,0.4021178,0.56873727,0.7128981,0.5160614,0.44989377,0.6174754,0.5031642,0.58892894,0.31093216,0.4470433,0.47544435,0.34847543,0.4017201,0.4853036,0.51566213,0.52583873,0.57586664,0.6417656,0.567338,0.33446303,0.48690802,0.4018026,0.41626745,0.52393436,0.50105786,0.5911639,0.4363403,0.580209,0.45420566,0.41444883,0.5828561,0.6997404,0.50726247,0.40709028,0.5593963,0.47549373,0.5481376,0.51655436,0.64946896,0.6025007,0.5870478,0.68106574,0.5747573,0.54776967,0.40891224,0.3518715,0.56727403,0.6610309,0.66351336,0.44141227,0.38021573,0.4786036,0.3228625,0.3760551,0.5011138,0.5410633,0.47903058,0.36487508,0.6388397,0.48854265,0.5160886,0.41726106,0.51443356,0.65406907,0.44832742,0.5753178,0.55469775
D,0.46945032,0.500322,0.61110485,0.66024756,0.63784623,0.56100214,0.4591005,0.43944934,0.52086663,0.44132683,0.35496652,0.5598678,0.51997685,0.48408931,0.48578858,0.60302985,0.6377737,0.58398706,0.5961904,0.40684822,0.64075226,0.4848978,0.6056327,0.317295,0.63297385,0.34358972,0.68727016,0.41870254,0.4747387,0.37263244,0.39425617,0.5970642,0.49255407,0.386541,0.5074775,0.54342544,0.50665087,0.50868404,0.44454697,0.42547342,0.17015296,0.71112835,0.64138824,0.4555852,0.3384118,0.46542686,0.41289735,0.47464535,0.51124763,0.41664645,0.4442259,0.5933244,0.70064557,0.5424383,0.4399314,0.59105885,0.46061617,0.5584904,0.45401335,0.5246221,0.51871634,0.47182608,0.36768234,0.4870701,0.49223405,0.5423847,0.5407922,0.6214726,0.43373203,0.561568,0.5058102,0.44705078,0.56717116,0.4548381,0.44595897,0.15681261,0.6947704,0.43054724,0.59526485,0.41486964,0.42343897,0.47669655,0.5751541,0.598655
D,0.5857473,0.5868821,0.54724485,0.5457711,0.5163665,0.44599625,0.48836786,0.6008901,0.54347193,0.55771434,0.5792372,0.64887667,0.55764174,0.44041666,0.55187654,0.30227202,0.5290615,0.44620764,0.53768444,0.56780684,0.44950134,0.46341074,0.59944034,0.5339865,0.3931228,0.6478869,0.5211857,0.48954964,0.45539212,0.39797127,0.43183744,0.3858515,0.49360156,0.41076553,0.42243102,0.6582243,0.39245996,0.45179802,0.5279822,0.5437398,0.5068304,0.4483326,0.34198016,0.50359344,0.6222887,0.34118032,0.48002833,0.31169823,0.56543845,0.5643695,0.43073708,0.502565,0.5482094,0.5403276,0.5339189,0.5154912,0.71626025,0.6215315,0.51610005,0.50110406,0.5376862,0.6572765,0.5742084,0.6771195,0.58161026,0.5198145,0.42201734,0.61984885,0.436933,0.6889027,0.37101483,0.36882943,0.5193397,0.52347183,0.6406249,0.61610335,0.55822825,0.5360429,0.5157028,0.5544876,0.50180477,0.38407725,0.28073663,0.5006461
D,0.5275412,0.30557287,0.66469735,0.41908035,0.48160553,0.43932876,0.48416355,0.59305817,0.50968957,0.64509857,0.48590422,0.34978932,0.4309201,0.34173352,0.4839712,0.44304174,0.5201469,0.47363922,0.3206604,0.52741873,0.4715805,0.48137546,0.44328287,0.6060733,0.37234867,0.5404787,0.40926245,0.693575,0.6193636,0.55967414,0.6137022,0.63525957,0.3772636,0.5507236,0.46172622,0.64375293,0.38435256,0.5564958,0.4189113,0.6650733,0.4863554,0.54214287,0.5682125,0.39170402,0.5273952,0.6418007,0.5477351,0.37665275,0.43744096,0.6756593,0.6085738,0.59466547,0.4233241,0.49736622,0.45191914,0.41141373,0.59085786,0.4355174,0.40379408,0.6099039,0.6831365,0.50620675,0.3645531,0.49844885,0.38938123,0.45511198,0.50519854,0.581759,0.51877385,0.42503226,0.6538291,0.5681963,0.6604654,0.50192034,0.54656494,0.37316477,0.582909,0.3959028,0.4467178,0.45561978,0.5287225,0.4003788,0.7450622,0.38319698
D,0.3596468,0.5214615,0.5361409,0.6352437,0.6017027,0.5905472,0.57743835,0.5745325,0.51058847,0.38703603,0.38883704,0.47063595,0.48873842,0.61371195,0.5152168,0.45861483,0.7517327,0.5779824,0.43147388,0.46076792,0.25423265,0.686145,0.6067841,0.59224087,0.44840497,0.6700071,0.5275576,0.31007272,0.4845737,0.43761295,0.4392338,0.3216915,0.5305717,0.3729552,0.61221015,0.39538938,0.40360063,0.3827994,0.59772754,0.49881658,0.4894269,0.48529887,0.5995536,0.6505243,0.47104716,0.34148228,0.5628135,0.5485234,0.3907795,0.23080829,0.41456884,0.6966415,0.3636793,0.5205037,0.6405594,0.38987187,0.4817875,0.51243716,0.58967245,0.4236756,0.35474372,0.6243022,0.49621916,0.3711118,0.5744777,0.5535438,0.6821565,0.3766712,0.43159777,0.5362916,0.6473505,0.6549902,0.5967016,0.42952257,0.43044886,0.53097713,0.28840917,0.6617916,0.56929094,0.67849946,0.4013589,0.4138218,0.65953654,0.47424892
D,0.63212496,0.3166499,0.45302382,0.48837793,0.55526614,0.5336337,0.5275054,0.5342063,0.52981997,0.43700835,0.4547173,0.6169928,0.49185097,0.42609376,0.60475254,0.459005,0.5788241,0.42945957,0.33749497,0.46357164,0.41636357,0.4742584,0.46617544,0.5313485,0.47853705,0.50280935,0.33350486,0.6753249,0.66065824,0.5740758,0.5462135,0.5142179,0.32554185,0.70605314,0.39774626,0.44525453,0.5708517,0.7041902,0.5733952,0.5182904,0.46379894,0.58069617,0.47521508,0.4131254,0.34042957,0.5621451,0.59694,0.43305707,0.5905963,0.60808516,0.27633047,0.3293317,0.49923444,0.46658838,0.50427014,0.46115518,0.50272304,0.48155048,0.5140429,0.48939544,0.47313157,0.68835837,0.3529352,0.72872376,0.41212955,0.46153614,0.4606245,0.64668363,0.5488417,0.57055014,0.64923257,0.4075667,0.521278,0.6975071,0.40137964,0.60960567,0.45376304,0.49015805,0.56175095,0.42060697,0.55852485,0.5500493,0.5592362,0.493397
D,0.4659405,0.5498264,0.5265236,0.6421938,0.6400913,0.4389841,0.62066114,0.5276355,0.6221661,0.58072084,0.61999923,0.45717424,0.49140048,0.5154956,0.49323514,0.61864847,0.52472,0.61364454,0.5676191,0.4606082,0.6100286,0.3780449,0.5292431,0.5374263,0.55691236,0.542035,0.5619835,0.58767664,0.4654464,0.5618057,0.50554305,0.3738287,0.4810549,0.6793311,0.34493053,0.53765815,0.5787581,0.4444831,0.4678356,0.32980233,0.635901,0.5325735,0.646768,0.50803715,0.3577038,0.5599902,0.61213,0.47846878,0.6739511,0.4922103,0.53117335,0.63077956,0.44391406,0.5080323,0.33072543,0.52159166,0.48351133,0.4916145,0.5693697,0.40124834,0.48306462,0.59716237,0.64387923,0.45905888,0.67909133,0.66929907,0.4402542,0.5151504,0.5634472,0.39975992,0.3868959,0.52980673,0.5495409,0.48289317,0.39936596,0.57071054,0.48149514,0.5113375,0.39224944,0.5456226,0.50964534,0.45878187,0.3228018,0.67278415
D,0.47665232,0.7385401,0.47798294,0.59392303,0.5740796,0.38148084,0.67001164,0.48079953,0.5904791,0.27985662,0.45076352,0.48790365,0.5829419,0.49610355,0.67611486,0.32466227,0.4053624,0.42281666,0.38131088,0.47536638,0.32397652,0.36336607,0.3025235,0.5743839,0.41633767,0.4787236,0.53546315,0.46055394,0.30137777,0.56972986,0.46341494,0.6855731,0.49813154,0.51656884,0.44904584,0.51289606,0.59759116,0.65046084,0.60275054,0.26256794,0.44060114,0.39546221,0.55591685,0.40215164,0.5058709,0.39683402,0.5732932,0.560959,0.49692827,0.58304065,0.6084078,0.5034876,0.59697044,0.6460623,0.5434034,0.4812009,0.5935464,0.5648651,0.39198172,0.44004324,0.63328004,0.51881695,0.5442446,0.48141718,0.64926624,0.4156451,0.5906012,0.59756726,0.63596195,0.5125034,0.59342146,0.58060753,0.47611183,0.5643129,0.52802795,0.65144426,0.48964706,0.5812297,0.57180464,0.41607726,0.44519958,0.4045152,0.5416601,0.5917434
D,0.61367637,0.62088335,0.55073696,0.36433804,0.5177972,0.5508102,0.6061085,0.5474872,0.59169817,0.5616228,0.5231412,0.31421375,0.5339983,0.5890852,0.37868363,0.40526846,0.5761738,0.6055622,0.35787576,0.49554992,0.56627846,0.46415344,0.5205019,0.28682932,0.6064105,0.43355846,0.54859066,0.45549563,0.2872522,0.3292874,0.48898435,0.51811916,0.5509959,0.47012103,0.3242107,0.36397326,0.43888667,0.48476207,0.56417805,0.47809845,0.4084172,0.3932019,0.5278204,0.5253117,0.4590064,0.444749,0.4759847,0.67914623,0.4105178,0.33841297,0.45854804,0.5303319,0.42902157,0.5870739,0.35094833,0.47354597,0.49024436,0.5229449,0.49341825,0.4680224,0.4112303,0.5076711,0.36284113,0.3554589,0.39737678,0.4308858,0.50863385,0.6688768,0.49953032,0.51483476,0.46209705,0.53956175,0.4584554,0.39902392,0.4356435,0.4510034,0.61682415,0.51837736,0.62480843,0.46693814,0.5451143,0.5227355,0.37675467,0.54498744
D,0.5092498,0.58179444,0.6727426,0.44612113,0.4654213,0.56133693,0.5349258,0.39443815,0.6600393,0.3784079,0.4976049,0.6214155,0.45304546,0.59078336,0.42426908,0.4857842,0.4311238,0.6031613,0.5426627,0.45502546,0.46040398,0.6027665,0.58027136,0.3758501,0.50803447,0.31237376,0.62698984,0.6539815,0.40439424,0.64173067,0.37846667,0.5139468,0.529874,0.37778968,0.45645213,0.53889495,0.30391395,0.68840134,0.5064201,0.36375552,0.3905468,0.6004667,0.56763655,0.5439528,0.4245299,0.50581187,0.50319916,0.52323294,0.6246858,0.62973714,0.40771765,0.4641096,0.5868621,0.53509057,0.8290794,0.5558787,0.5685098,0.5812813,0.44338474,0.50753766,0.42520404,0.7913878,0.31732422,0.4897705,0.70843,0.41255796,0.67814827,0.41090837,0.37591043,0.6616581,0.46128726,0.42876366,0.3700673,0.6851935,0.630188,0.44702318,0.5745494,0.46208966,0.40804225,0.5677582,0.46825033,0.49286664,0.60949224,0.5062614
D,0.46164483,0.54889643,0.28132582,0.5050311,0.51963216,0.40416574,0.5748456,0.43618298,0.49301142,0.4698994,0.6210888,0.35580277,0.48706478,0.4313869,0.67797256,0.49501306,0.38380167,0.45204583,0.6175871,0.54400104,0.42242342,0.44312063,0.608292,0.34513956,0.5671414,0.51393074,0.40163976,0.53914565,0.411107,0.33802414,0.4739991,0.4684347,0.65488994,0.3883977,0.3100385,0.35250306,0.49700823,0.40099657,0.37147644,0.47054458,0.44710562,0.5821226,0.58166873,0.4526871,0.4831904,0.7111894,0.7628844,0.76270974,0.5164827,0.46803415,0.36847767,0.60072696,0.5408227,0.43636018,0.5360749,0.44434568,0.42179778,0.54597396,0.6567719,0.6446054,0.28702945,0.54368585,0.503094,0.5015029,0.5039278,0.47159076,0.25758415,0.5582515,0.5822338,0.5506829,0.48245767,0.35689288,0.5160253,0.4760816,0.73388535,0.44882753,0.6534047,0.4811827,0.36351305,0.47308987,0.50133795,0.45614737,0.4708944,0.5300743
D,0.55352765,0.6038823,0.57462066,0.46965772,0.37439087,0.5067924,0.5624496,0.43699396,0.45067343,0.5484774,0.6204622,0.75728273,0.5454913,0.5169309,0.43526268,0.7159294,0.71579343,0.5320665,0.40700382,0.30347568,0.48685405,0.40727842,0.6643118,0.46106485,0.5754579,0.5597458,0.3223136,0.5040787,0.5401897,0.59293985,0.27441758,0.75259686,0.44492713,0.32135826,0.5058435,0.4918176,0.4582964,0.49798152,0.64847815,0.3882417,0.69128084,0.6054639,0.57583404,0.41541788,0.54129356,0.6942054,0.5717299,0.37647486,0.34297687,0.3400545,0.6347467,0.39341313,0.51491976,0.60314065,0.5350447,0.32141137,0.4347672,0.5296212,0.47004884,0.64574164,0.4664705,0.5541655,0.55336165,0.47844008,0.49680766,0.4734,0.69066846,0.6087075,0.7279338,0.4874792,0.31829816,0.2787698,0.36701605,0.5550903,0.581551,0.5785307,0.7733943,0.3750514,0.48642212,0.59856236,0.5015961,0.3665269,0.582495,0.4758408
D,0.5352448,0.47381914,0.42844498,0.57373625,0.6230813,0.72595054,0.4433296,0.53514874,0.59340584,0.6523069,0.40897205,0.48185864,0.49878913,0.43120557,0.4473861,0.38624594,0.61870265,0.47521812,0.44314817,0.3983678,0.53334284,0.6723886,0.4849674,0.51475555,0.5382781,0.49953192,0.3371872,0.4789779,0.45021164,0.5635428,0.54313236,0.48572668,0.54401,0.49444008,0.3938654,0.44024384,0.5297825,0.43545136,0.63999903,0.45871618,0.3970163,0.6792443,0.53918904,0.68084943,0.5409917,0.43290567,0.49663243,0.45385095,0.6193165,0.51818764,0.8024093,0.52662253,0.7684094,0.45815986,0.4103712,0.5443577,0.45441163,0.6300533,0.5567872,0.41969913,0.5106037,0.674851,0.60164905,0.3616644,0.67650783,0.61362094,0.56020856,0.64488363,0.5299008,0.44140878,0.65432966,0.38566014,0.42686528,0.69721836,0.4205152,0.54795974,0.5330648,0.3697434,0.45563915,0.37273535,0.5166314,0.43804973,0.59448206,0.71484375
D,0.5253858,0.6202855,0.12053624,0.5619387,0.6259514,0.4633915,0.3026128,0.5594753,0.53712094,0.5693032,0.5186294,0.5282968,0.37942994,0.57482845,0.6712765,0.384381,0.49189767,0.42710805,0.44942847,0.52334464,0.52939886,0.45966792,0.6467696,0.58403146,0.56063175,0.68620473,0.4925685,0.4478996,0.56765366,0.4718083,0.65843284,0.48643655,0.5942727,0.40858826,0.41257894,0.4480703,0.526301,0.6011854,0.67488694,0.47160706,0.50343245,0.47368565,0.4958874,0.4453547,0.372352,0.5030512,0.45805854,0.5776899,0.43903214,0.4336294,0.5216175,0.41038725,0.5511392,0.59378415,0.44306573,0.32223016,0.5669988,0.4731053,0.3782351,0.34786803,0.5434726,0.39829093,0.7225276,0.40000048,0.5354115,0.51692986,0.36022496,0.6530426,0.40359598,0.75181997,0.39588788,0.664945,0.4342404,0.61704236,0.54451805,0.32340598,0.68847954,0.3749172,0.5003649,0.41354972,0.50821716,0.5750346,0.47068128,0.36695606
D,0.4985352,0.5428114,0.40365037,0.5787845,0.3943314,0.557809,0.43720287,0.7425197,0.5572872,0.5949149,0.45825434,0.5880445,0.4995996,0.4829994,0.54891276,0.37000188,0.44920003,0.4310317,0.6993517,0.64262784,0.42951527,0.5735244,0.46278334,0.5745733,0.6005659,0.47680163,0.42271072,0.51682067,0.4932032,0.5230263,0.56426066,0.5284386,0.5700673,0.47370392,0.51269686,0.42392862,0.45483795,0.58428544,0.29365063,0.62331694,0.52016246,0.3917833,0.5747398,0.5294075,0.5515251,0.5181117,0.43365747,0.47691205,0.5106008,0.56088483,0.44363222,0.44621584,0.6305195,0.5237098,0.51907474,0.7120464,0.57650894,0.67444116,0.55976003,0.5457529,0.71400666,0.4306541,0.39278907,0.6000219,0.4687363,0.53500223,0.52351856,0.46202263,0.45213717,0.51584387,0.45211044,0.55313766,0.52238303,0.63583744,0.4950176,0.57509345,0.5653746,0.5903008,0.57922876,0.47847864,0.41257584,0.5157147,0.5702689,0.4007396
D,0.6302549,0.50455505,0.59606695,0.5292052,0.63551486,0.6729438,0.4052358,0.4247452,0.5586169,0.57436705,0.4851935,0.5088695,0.40445617,0.42487422,0.48902082,0.65746695,0.42925513,0.58577114,0.5079203,0.6935283,0.47575912,0.5390043,0.47496253,0.51579213,0.6169662,0.29200447,0.65438735,0.46672967,0.4146835,0.74029905,0.500926,0.5799264,0.5139546,0.5296905,0.44962856,0.6232836,0.73468184,0.43709958,0.69383854,0.55966306,0.39916742,0.36017007,0.60395217,0.444564,0.5444114,0.5723277,0.6503053,0.4662006,0.47361913,0.5964714,0.53640616,0.5338905,0.5182498,0.46652842,0.5919105,0.57387745,0.6877674,0.40952772,0.59546494,0.5153748,0.71385586,0.5099465,0.5350376,0.42470708,0.48971325,0.6538954,0.47745678,0.5183462,0.5286472,0.49831635,0.5562749,0.60039777,0.6153746,0.5320309,0.46423325,0.49965024,0.6789674,0.38848186,0.5777509,0.46838108,0.37875783,0.41300786,0.5060101,0.59097546
D,0.6583272,0.73624825,0.34909064,0.5701108,0.28999436,0.539676,0.63100713,0.62778217,0.3885659,0.2936136,0.364078,0.3663913,0.4368646,0.5985272,0.46575058,0.4901961,0.5731235,0.49633452,0.5921073,0.48488268,0.41945156,0.50803447,0.5076664,0.5648084,0.5142041,0.43365243,0.37912646,0.5390176,0.42335853,0.52383834,0.5295097,0.64209634,0.5280603,0.5008358,0.45529658,0.55171597,0.4816037,0.40824258,0.3816955,0.4192879,0.41280097,0.5594591,0.5092688,0.42510155,0.2832948,0.4159031,0.5033248,0.5434263,0.39125115,0.54351485,0.5181692,0.48817068,0.53889215,0.59408116,0.53401446,0.4441737,0.39170358,0.61435366,0.5218792,0.5565914,0.50995785,0.55957407,0.5257731,0.596372,0.33688122,0.55461454,0.3497225,0.56300724,0.4723159,0.45243305,0.49447808,0.5895808,0.4782911,0.452375,0.69521004,0.34608662,0.48956403,0.508194,0.48895112,0.46940058,0.35468346,0.5705772,0.50351584,0.33000314
